index,label,drift,s_5,s_10,s_20,s_50
65,NORMAL,0.223707,0.000000,0.300000,0.350000,0.380000
66,NORMAL,0.205686,0.200000,0.500000,0.550000,0.600000
67,NORMAL,0.233195,0.400000,0.700000,0.450000,0.460000
68,NORMAL,0.218474,0.600000,0.700000,0.550000,0.620000
69,NORMAL,0.199964,0.200000,0.400000,0.350000,0.340000
70,NORMAL,0.140347,0.000000,0.100000,0.400000,0.400000
71,NORMAL,0.222598,0.400000,0.300000,0.400000,0.540000
72,NORMAL,0.163665,0.400000,0.600000,0.450000,0.540000
73,NORMAL,0.249699,0.200000,0.400000,0.400000,0.480000
74,NORMAL,0.224097,0.400000,0.500000,0.450000,0.560000
75,NORMAL,0.230303,0.600000,0.400000,0.550000,0.660000
76,NORMAL,0.169190,0.400000,0.300000,0.500000,0.640000
77,NORMAL,0.095079,0.200000,0.100000,0.150000,0.180000
78,NORMAL,0.248121,0.400000,0.400000,0.400000,0.520000
79,NORMAL,0.228261,0.600000,0.400000,0.700000,0.680000
80,NORMAL,0.197335,0.800000,0.600000,0.450000,0.660000
81,NORMAL,0.211193,0.400000,0.700000,0.700000,0.720000
82,NORMAL,0.206455,0.600000,0.600000,0.650000,0.580000
83,NORMAL,0.212007,0.200000,0.400000,0.500000,0.720000
84,NORMAL,0.201221,0.200000,0.600000,0.650000,0.660000
85,NORMAL,0.262383,0.400000,0.300000,0.200000,0.400000
86,NORMAL,0.235866,0.600000,0.400000,0.500000,0.560000
87,NORMAL,0.166701,0.600000,0.400000,0.350000,0.580000
88,NORMAL,0.218747,0.600000,0.600000,0.550000,0.580000
89,NORMAL,0.204101,0.400000,0.700000,0.550000,0.580000
90,NORMAL,0.137095,0.400000,0.500000,0.750000,0.820000
91,NORMAL,0.158606,0.600000,0.700000,0.700000,0.760000
92,NORMAL,0.091723,0.200000,0.200000,0.350000,0.380000
93,NORMAL,0.178267,0.000000,0.000000,0.200000,0.260000
94,NORMAL,0.173102,1.000000,0.800000,0.800000,0.780000
95,NORMAL,0.225852,0.800000,0.500000,0.650000,0.660000
96,NORMAL,0.181813,0.600000,0.700000,0.700000,0.840000
97,NORMAL,0.157238,0.600000,0.800000,0.650000,0.780000
98,NORMAL,0.177679,0.200000,0.400000,0.550000,0.760000
99,NORMAL,0.165042,0.600000,0.600000,0.450000,0.660000
100,NORMAL,0.219491,0.400000,0.400000,0.450000,0.700000
101,NORMAL,0.205653,0.400000,0.500000,0.750000,0.780000
102,NORMAL,0.198501,0.200000,0.500000,0.600000,0.640000
103,NORMAL,0.219869,0.200000,0.400000,0.350000,0.700000
104,NORMAL,0.187253,0.200000,0.500000,0.650000,0.720000
105,NORMAL,0.193270,0.000000,0.200000,0.450000,0.520000
106,NORMAL,0.212841,0.600000,0.700000,0.650000,0.660000
107,NORMAL,0.136107,0.200000,0.300000,0.350000,0.380000
108,NORMAL,0.119903,0.400000,0.200000,0.150000,0.220000
109,NORMAL,0.186747,0.400000,0.500000,0.450000,0.780000
110,NORMAL,0.152616,0.200000,0.300000,0.300000,0.340000
111,NORMAL,0.219202,0.600000,0.500000,0.650000,0.700000
112,NORMAL,0.190047,0.600000,0.600000,0.700000,0.720000
113,NORMAL,0.209589,0.600000,0.400000,0.550000,0.700000
114,NORMAL,0.265911,0.200000,0.200000,0.100000,0.400000
115,NORMAL,0.202807,0.400000,0.500000,0.400000,0.480000
116,NORMAL,0.220740,0.400000,0.700000,0.650000,0.740000
117,NORMAL,0.194805,0.600000,0.500000,0.400000,0.620000
118,NORMAL,0.219422,0.400000,0.400000,0.550000,0.540000
119,NORMAL,0.200043,0.400000,0.600000,0.700000,0.720000
120,NORMAL,0.146938,0.200000,0.200000,0.300000,0.520000
121,NORMAL,0.166776,0.400000,0.600000,0.450000,0.460000
122,NORMAL,0.216499,0.600000,0.600000,0.700000,0.660000
123,NORMAL,0.198836,0.600000,0.600000,0.550000,0.620000
124,NORMAL,0.208299,0.600000,0.500000,0.600000,0.620000
125,NORMAL,0.235178,0.800000,0.500000,0.400000,0.340000
126,NORMAL,0.206844,0.800000,0.600000,0.550000,0.740000
127,NORMAL,0.144815,0.400000,0.600000,0.750000,0.760000
128,NORMAL,0.187298,0.200000,0.300000,0.400000,0.320000
129,NORMAL,0.196233,0.600000,0.500000,0.450000,0.540000
130,NORMAL,0.160436,0.600000,0.500000,0.550000,0.780000
131,NORMAL,0.220099,0.600000,0.400000,0.500000,0.600000
132,NORMAL,0.154837,0.200000,0.300000,0.550000,0.580000
133,NORMAL,0.170111,0.600000,0.500000,0.750000,0.800000
134,NORMAL,0.114735,0.200000,0.300000,0.350000,0.360000
135,NORMAL,0.090638,0.000000,0.000000,0.350000,0.380000
136,NORMAL,0.134112,0.600000,0.500000,0.500000,0.460000
137,NORMAL,0.174338,0.600000,0.500000,0.750000,0.680000
138,NORMAL,0.194674,0.200000,0.500000,0.550000,0.800000
139,NORMAL,0.178382,0.600000,0.600000,0.600000,0.780000
140,NORMAL,0.211537,0.800000,0.600000,0.700000,0.640000
141,NORMAL,0.190772,0.600000,0.600000,0.600000,0.740000
142,NORMAL,0.162457,0.800000,0.700000,0.800000,0.800000
143,NORMAL,0.181677,0.600000,0.600000,0.700000,0.800000
144,NORMAL,0.241892,0.600000,0.700000,0.550000,0.620000
145,NORMAL,0.150627,0.200000,0.100000,0.250000,0.420000
146,NORMAL,0.119907,0.000000,0.400000,0.400000,0.420000
147,NORMAL,0.219755,0.200000,0.300000,0.600000,0.700000
148,NORMAL,0.203005,0.400000,0.500000,0.550000,0.600000
149,NORMAL,0.209548,0.200000,0.500000,0.450000,0.620000
150,NORMAL,0.240969,0.200000,0.500000,0.600000,0.660000
151,NORMAL,0.215068,0.400000,0.300000,0.550000,0.500000
152,NORMAL,0.216446,0.400000,0.400000,0.500000,0.660000
153,NORMAL,0.228237,0.000000,0.200000,0.300000,0.360000
154,NORMAL,0.198588,0.600000,0.600000,0.700000,0.780000
155,NORMAL,0.233900,0.200000,0.100000,0.300000,0.440000
156,NORMAL,0.179539,0.200000,0.300000,0.400000,0.560000
157,NORMAL,0.200430,0.200000,0.300000,0.550000,0.500000
158,NORMAL,0.236122,0.000000,0.200000,0.400000,0.400000
159,NORMAL,0.189820,0.600000,0.600000,0.600000,0.720000
160,NORMAL,0.198134,0.600000,0.500000,0.500000,0.500000
161,NORMAL,0.194547,0.200000,0.300000,0.550000,0.820000
162,NORMAL,0.200999,0.600000,0.400000,0.350000,0.620000
163,NORMAL,0.237089,0.800000,0.500000,0.550000,0.480000
164,NORMAL,0.166424,0.400000,0.800000,0.750000,0.760000
165,NORMAL,0.237073,0.200000,0.400000,0.500000,0.680000
166,NORMAL,0.191690,0.200000,0.600000,0.500000,0.640000
167,NORMAL,0.218935,0.600000,0.500000,0.450000,0.680000
168,NORMAL,0.235721,0.200000,0.300000,0.450000,0.580000
169,NORMAL,0.247050,0.200000,0.500000,0.400000,0.440000
170,NORMAL,0.135855,0.400000,0.700000,0.850000,0.740000
171,NORMAL,0.181774,0.600000,0.600000,0.550000,0.580000
172,NORMAL,0.225107,0.200000,0.600000,0.600000,0.540000
173,NORMAL,0.232848,0.200000,0.300000,0.450000,0.620000
174,NORMAL,0.175860,0.400000,0.500000,0.350000,0.380000
175,NORMAL,0.187540,0.200000,0.300000,0.450000,0.560000
176,NORMAL,0.196544,0.200000,0.300000,0.350000,0.660000
177,NORMAL,0.187134,0.200000,0.300000,0.350000,0.520000
178,NORMAL,0.223917,0.400000,0.300000,0.300000,0.320000
179,NORMAL,0.231942,0.600000,0.700000,0.450000,0.460000
180,NORMAL,0.173741,0.600000,0.600000,0.500000,0.720000
181,NORMAL,0.200453,0.600000,0.500000,0.500000,0.460000
182,NORMAL,0.212745,0.400000,0.400000,0.450000,0.520000
183,NORMAL,0.242922,0.200000,0.400000,0.500000,0.540000
184,NORMAL,0.168576,0.200000,0.300000,0.450000,0.560000
185,NORMAL,0.158231,0.600000,0.800000,0.750000,0.880000
186,NORMAL,0.216959,0.200000,0.300000,0.500000,0.720000
187,NORMAL,0.202697,0.200000,0.200000,0.200000,0.320000
188,NORMAL,0.174733,0.800000,1.000000,0.850000,0.900000
189,NORMAL,0.222415,0.200000,0.400000,0.450000,0.540000
190,NORMAL,0.215423,0.400000,0.500000,0.550000,0.820000
191,NORMAL,0.214170,0.200000,0.400000,0.500000,0.720000
192,NORMAL,0.203349,0.600000,0.800000,0.600000,0.700000
193,NORMAL,0.202508,0.400000,0.200000,0.300000,0.460000
194,NORMAL,0.201413,0.200000,0.300000,0.500000,0.680000
195,NORMAL,0.232039,0.200000,0.300000,0.500000,0.700000
196,NORMAL,0.213530,0.200000,0.500000,0.500000,0.480000
197,NORMAL,0.072795,0.000000,0.000000,0.000000,0.260000
198,NORMAL,0.169792,0.600000,0.800000,0.750000,0.900000
199,NORMAL,0.164882,0.400000,0.600000,0.600000,0.620000
200,NORMAL,0.164649,0.000000,0.300000,0.300000,0.520000
201,NORMAL,0.128698,0.600000,0.700000,0.750000,0.780000
202,NORMAL,0.073459,0.400000,0.300000,0.400000,0.400000
203,NORMAL,0.090801,0.400000,0.500000,0.800000,0.800000
204,NORMAL,0.101351,0.600000,0.400000,0.500000,0.740000
205,NORMAL,0.087312,0.200000,0.500000,0.450000,0.700000
206,NORMAL,0.081836,0.200000,0.100000,0.350000,0.540000
207,NORMAL,0.122920,0.400000,0.500000,0.500000,0.600000
208,NORMAL,0.087115,0.400000,0.500000,0.400000,0.560000
209,NORMAL,0.147333,0.400000,0.500000,0.500000,0.680000
210,NORMAL,0.204314,0.000000,0.100000,0.300000,0.420000
211,NORMAL,0.148032,0.400000,0.600000,0.450000,0.500000
212,NORMAL,0.192851,0.000000,0.200000,0.400000,0.540000
213,NORMAL,0.234315,0.400000,0.400000,0.600000,0.580000
214,NORMAL,0.112487,0.200000,0.300000,0.400000,0.460000
215,NORMAL,0.164621,0.400000,0.500000,0.600000,0.660000
216,NORMAL,0.170639,0.400000,0.600000,0.700000,0.800000
217,NORMAL,0.094529,0.400000,0.500000,0.600000,0.660000
218,NORMAL,0.123872,0.200000,0.400000,0.400000,0.520000
219,NORMAL,0.087510,0.200000,0.300000,0.200000,0.360000
220,NORMAL,0.207295,0.200000,0.300000,0.500000,0.680000
221,NORMAL,0.205815,0.600000,0.600000,0.500000,0.720000
222,NORMAL,0.056837,0.400000,0.300000,0.500000,0.440000
223,NORMAL,0.034703,0.000000,0.100000,0.200000,0.320000
224,NORMAL,0.153235,0.400000,0.400000,0.400000,0.600000
225,NORMAL,0.198721,0.600000,0.600000,0.500000,0.660000
226,NORMAL,0.169865,0.400000,0.700000,0.650000,0.720000
227,NORMAL,0.199143,0.800000,0.900000,0.600000,0.680000
228,NORMAL,0.191803,0.800000,0.700000,0.650000,0.860000
229,NORMAL,0.062719,0.400000,0.400000,0.450000,0.400000
230,NORMAL,0.092730,0.400000,0.400000,0.350000,0.280000
231,NORMAL,0.189041,0.600000,0.600000,0.650000,0.660000
232,NORMAL,0.087031,0.000000,0.100000,0.350000,0.300000
233,NORMAL,0.215698,0.400000,0.700000,0.600000,0.720000
234,NORMAL,0.200762,0.800000,0.600000,0.600000,0.720000
235,NORMAL,0.163149,0.600000,0.600000,0.700000,0.820000
236,NORMAL,0.085376,0.400000,0.500000,0.450000,0.420000
237,NORMAL,0.185052,0.400000,0.300000,0.500000,0.580000
238,NORMAL,0.102152,0.400000,0.700000,0.850000,0.720000
239,NORMAL,0.181295,0.200000,0.600000,0.650000,0.760000
240,NORMAL,0.051297,0.400000,0.500000,0.550000,0.580000
241,NORMAL,0.120257,0.000000,0.300000,0.500000,0.600000
242,NORMAL,0.185744,0.400000,0.300000,0.500000,0.740000
243,NORMAL,0.078754,0.000000,0.300000,0.350000,0.300000
244,NORMAL,0.181819,0.600000,0.600000,0.550000,0.640000
245,NORMAL,0.149984,0.600000,0.500000,0.450000,0.700000
246,NORMAL,0.131131,0.600000,0.600000,0.650000,0.720000
247,NORMAL,0.196766,0.400000,0.600000,0.650000,0.760000
248,NORMAL,0.211632,0.200000,0.300000,0.400000,0.640000
249,NORMAL,0.178292,0.600000,0.600000,0.650000,0.740000
250,NORMAL,0.182008,0.400000,0.700000,0.550000,0.620000
251,NORMAL,0.140295,0.400000,0.300000,0.150000,0.220000
252,NORMAL,0.171526,0.200000,0.400000,0.500000,0.360000
253,NORMAL,0.186412,0.200000,0.500000,0.350000,0.440000
254,NORMAL,0.227754,0.200000,0.400000,0.300000,0.500000
255,NORMAL,0.140079,0.400000,0.400000,0.500000,0.580000
256,NORMAL,0.195520,0.600000,0.400000,0.650000,0.800000
257,NORMAL,0.201577,0.000000,0.100000,0.150000,0.140000
258,NORMAL,0.210534,0.400000,0.600000,0.600000,0.580000
259,NORMAL,0.206962,0.200000,0.400000,0.500000,0.500000
260,NORMAL,0.146190,0.000000,0.200000,0.250000,0.500000
261,NORMAL,0.109782,0.000000,0.000000,0.050000,0.120000
262,NORMAL,0.203345,0.600000,0.500000,0.600000,0.780000
263,NORMAL,0.127495,0.400000,0.600000,0.550000,0.600000
264,NORMAL,0.216260,0.600000,0.700000,0.600000,0.740000
265,NORMAL,0.175027,0.000000,0.400000,0.400000,0.440000
266,NORMAL,0.155946,0.400000,0.600000,0.450000,0.520000
267,NORMAL,0.192834,0.400000,0.300000,0.400000,0.580000
268,NORMAL,0.194894,0.800000,0.700000,0.700000,0.720000
269,NORMAL,0.207496,1.000000,0.600000,0.750000,0.740000
270,NORMAL,0.220932,0.400000,0.400000,0.450000,0.640000
271,NORMAL,0.234534,0.800000,0.700000,0.600000,0.620000
272,NORMAL,0.177141,0.600000,0.400000,0.300000,0.380000
273,NORMAL,0.219289,0.200000,0.500000,0.600000,0.640000
274,NORMAL,0.215252,0.800000,0.800000,0.550000,0.560000
275,NORMAL,0.195407,0.600000,0.400000,0.600000,0.680000
276,NORMAL,0.211594,0.800000,0.600000,0.650000,0.700000
277,NORMAL,0.182881,0.600000,0.500000,0.600000,0.660000
278,NORMAL,0.192472,0.600000,0.600000,0.500000,0.640000
279,NORMAL,0.244410,0.600000,0.500000,0.650000,0.580000
280,NORMAL,0.214324,0.400000,0.500000,0.650000,0.680000
281,NORMAL,0.207236,0.400000,0.500000,0.550000,0.480000
282,NORMAL,0.177381,0.000000,0.100000,0.200000,0.220000
283,NORMAL,0.252679,0.600000,0.500000,0.350000,0.360000
284,NORMAL,0.216807,0.200000,0.400000,0.550000,0.560000
285,NORMAL,0.216124,0.400000,0.500000,0.600000,0.660000
286,NORMAL,0.197618,0.200000,0.400000,0.500000,0.600000
287,NORMAL,0.192550,0.400000,0.400000,0.600000,0.720000
288,NORMAL,0.170440,0.800000,0.900000,0.700000,0.920000
289,NORMAL,0.182151,0.600000,0.700000,0.750000,0.820000
290,NORMAL,0.093786,0.400000,0.400000,0.300000,0.260000
291,NORMAL,0.182938,0.600000,0.400000,0.550000,0.640000
292,NORMAL,0.216101,0.600000,0.600000,0.500000,0.600000
293,NORMAL,0.212973,0.400000,0.600000,0.700000,0.540000
294,NORMAL,0.197615,0.200000,0.400000,0.650000,0.740000
295,NORMAL,0.209309,0.600000,0.700000,0.800000,0.700000
296,NORMAL,0.152296,1.000000,0.900000,0.850000,0.920000
297,NORMAL,0.215584,0.400000,0.300000,0.200000,0.320000
298,NORMAL,0.102771,0.400000,0.400000,0.500000,0.560000
299,NORMAL,0.044824,0.000000,0.000000,0.050000,0.140000
300,NORMAL,0.167890,0.200000,0.300000,0.300000,0.460000
301,NORMAL,0.170174,0.600000,0.800000,0.800000,0.840000
302,NORMAL,0.215500,0.400000,0.400000,0.450000,0.420000
303,NORMAL,0.150288,0.400000,0.700000,0.750000,0.780000
304,NORMAL,0.213348,0.200000,0.500000,0.650000,0.620000
305,NORMAL,0.182507,0.600000,0.600000,0.700000,0.860000
306,NORMAL,0.148436,0.600000,0.500000,0.450000,0.420000
307,NORMAL,0.190036,0.600000,0.800000,0.650000,0.820000
308,NORMAL,0.147827,0.000000,0.300000,0.300000,0.340000
309,NORMAL,0.187846,0.600000,0.500000,0.650000,0.860000
310,NORMAL,0.211310,0.400000,0.600000,0.600000,0.660000
311,NORMAL,0.191298,0.400000,0.600000,0.600000,0.760000
312,NORMAL,0.186239,0.800000,0.800000,0.800000,0.820000
313,NORMAL,0.188865,0.600000,0.600000,0.550000,0.700000
314,NORMAL,0.196989,0.600000,0.700000,0.650000,0.820000
315,NORMAL,0.210688,0.800000,0.800000,0.650000,0.540000
316,NORMAL,0.217927,0.200000,0.300000,0.600000,0.680000
317,NORMAL,0.202776,0.400000,0.700000,0.700000,0.660000
318,NORMAL,0.220582,0.600000,0.600000,0.550000,0.660000
319,NORMAL,0.209879,0.200000,0.300000,0.350000,0.460000
320,NORMAL,0.217906,0.400000,0.300000,0.350000,0.380000
321,NORMAL,0.207475,0.400000,0.400000,0.350000,0.600000
322,NORMAL,0.141077,0.400000,0.200000,0.250000,0.500000
323,NORMAL,0.065411,0.200000,0.200000,0.250000,0.300000
324,NORMAL,0.126321,0.400000,0.200000,0.250000,0.500000
325,NORMAL,0.048790,0.000000,0.400000,0.400000,0.620000
326,NORMAL,0.243535,0.200000,0.500000,0.550000,0.460000
327,NORMAL,0.156376,0.800000,0.800000,0.950000,0.900000
328,NORMAL,0.110073,0.600000,0.800000,0.750000,0.800000
329,NORMAL,0.174569,0.200000,0.200000,0.400000,0.700000
330,NORMAL,0.097141,0.200000,0.100000,0.200000,0.200000
331,NORMAL,0.192423,0.000000,0.300000,0.550000,0.600000
332,NORMAL,0.238046,0.000000,0.200000,0.300000,0.280000
333,NORMAL,0.201151,0.400000,0.600000,0.550000,0.600000
334,NORMAL,0.232478,0.400000,0.400000,0.450000,0.620000
335,NORMAL,0.219356,0.400000,0.600000,0.500000,0.660000
336,NORMAL,0.148184,0.600000,0.600000,0.600000,0.580000
337,NORMAL,0.138360,0.200000,0.500000,0.500000,0.520000
338,NORMAL,0.235352,0.200000,0.400000,0.500000,0.600000
339,NORMAL,0.189177,0.200000,0.300000,0.500000,0.660000
340,NORMAL,0.175211,0.800000,0.700000,0.650000,0.820000
341,NORMAL,0.227215,0.200000,0.400000,0.450000,0.720000
342,NORMAL,0.192949,0.600000,0.600000,0.600000,0.720000
343,NORMAL,0.206694,0.400000,0.400000,0.450000,0.600000
344,NORMAL,0.239633,0.200000,0.600000,0.650000,0.420000
345,NORMAL,0.161082,0.400000,0.500000,0.450000,0.440000
346,NORMAL,0.216819,0.400000,0.400000,0.550000,0.540000
347,NORMAL,0.201714,0.400000,0.600000,0.700000,0.740000
348,NORMAL,0.216349,0.600000,0.300000,0.400000,0.220000
349,NORMAL,0.257732,0.000000,0.100000,0.200000,0.120000
350,NORMAL,0.145954,0.400000,0.400000,0.500000,0.560000
351,NORMAL,0.224658,0.200000,0.500000,0.650000,0.700000
352,NORMAL,0.183913,0.400000,0.300000,0.350000,0.600000
353,NORMAL,0.173365,0.400000,0.600000,0.450000,0.480000
354,NORMAL,0.214057,0.400000,0.500000,0.500000,0.500000
355,NORMAL,0.228550,0.200000,0.300000,0.500000,0.600000
356,NORMAL,0.170926,0.400000,0.500000,0.650000,0.660000
357,NORMAL,0.223579,0.400000,0.500000,0.600000,0.580000
358,NORMAL,0.052145,0.200000,0.100000,0.250000,0.180000
359,NORMAL,0.216033,0.200000,0.400000,0.500000,0.640000
360,NORMAL,0.247109,0.200000,0.600000,0.400000,0.520000
361,NORMAL,0.237295,0.600000,0.500000,0.550000,0.620000
362,NORMAL,0.142859,0.200000,0.400000,0.400000,0.460000
363,NORMAL,0.172250,0.600000,0.800000,0.900000,0.900000
364,NORMAL,0.123055,0.000000,0.200000,0.250000,0.400000
365,NORMAL,0.223393,0.200000,0.500000,0.400000,0.500000
366,NORMAL,0.200769,0.600000,0.700000,0.650000,0.740000
367,NORMAL,0.211316,0.200000,0.500000,0.500000,0.620000
368,NORMAL,0.173204,0.600000,0.800000,0.800000,0.880000
369,NORMAL,0.201396,0.400000,0.500000,0.450000,0.620000
370,NORMAL,0.189813,0.600000,0.500000,0.450000,0.560000
371,NORMAL,0.224645,0.400000,0.400000,0.500000,0.560000
372,NORMAL,0.179411,0.600000,0.500000,0.450000,0.620000
373,NORMAL,0.205543,0.400000,0.400000,0.500000,0.600000
374,NORMAL,0.191895,0.600000,0.600000,0.500000,0.660000
375,NORMAL,0.219707,0.200000,0.400000,0.450000,0.640000
376,NORMAL,0.190577,0.400000,0.400000,0.400000,0.420000
377,NORMAL,0.187684,0.600000,0.600000,0.700000,0.820000
378,NORMAL,0.182548,0.400000,0.400000,0.500000,0.700000
379,NORMAL,0.176826,0.200000,0.300000,0.400000,0.620000
380,NORMAL,0.201947,0.800000,0.500000,0.500000,0.500000
381,NORMAL,0.210488,0.200000,0.500000,0.400000,0.500000
382,NORMAL,0.192551,0.400000,0.400000,0.550000,0.600000
383,NORMAL,0.222039,0.200000,0.400000,0.600000,0.660000
384,NORMAL,0.179670,0.800000,0.600000,0.600000,0.680000
385,NORMAL,0.241332,0.200000,0.100000,0.300000,0.400000
386,NORMAL,0.212083,0.400000,0.300000,0.400000,0.640000
387,NORMAL,0.178254,0.200000,0.600000,0.500000,0.480000
388,NORMAL,0.148482,0.600000,0.600000,0.350000,0.280000
389,NORMAL,0.217354,0.400000,0.300000,0.250000,0.200000
390,NORMAL,0.217604,0.400000,0.600000,0.550000,0.680000
391,NORMAL,0.207863,0.400000,0.200000,0.250000,0.380000
392,NORMAL,0.212796,0.800000,0.500000,0.650000,0.740000
393,NORMAL,0.224450,0.600000,0.800000,0.700000,0.720000
394,NORMAL,0.154678,0.400000,0.400000,0.650000,0.780000
395,NORMAL,0.226154,0.600000,0.500000,0.500000,0.580000
396,NORMAL,0.219248,0.600000,0.600000,0.600000,0.620000
397,NORMAL,0.204274,0.600000,0.500000,0.600000,0.680000
398,NORMAL,0.159092,0.600000,0.600000,0.650000,0.740000
399,NORMAL,0.189319,0.600000,0.600000,0.650000,0.720000
400,NORMAL,0.211642,0.600000,0.400000,0.450000,0.680000
401,NORMAL,0.194069,0.200000,0.500000,0.500000,0.660000
402,NORMAL,0.248302,0.600000,0.500000,0.400000,0.660000
403,NORMAL,0.203281,0.400000,0.300000,0.650000,0.660000
404,NORMAL,0.170759,0.200000,0.400000,0.600000,0.720000
405,NORMAL,0.159064,0.600000,0.400000,0.450000,0.620000
406,NORMAL,0.196340,0.200000,0.200000,0.300000,0.560000
407,NORMAL,0.186845,0.400000,0.500000,0.550000,0.580000
408,NORMAL,0.225011,0.200000,0.400000,0.450000,0.520000
409,NORMAL,0.198290,0.400000,0.400000,0.500000,0.780000
410,NORMAL,0.181099,0.400000,0.500000,0.600000,0.700000
411,NORMAL,0.208357,0.600000,0.400000,0.600000,0.700000
412,NORMAL,0.235237,0.400000,0.600000,0.600000,0.620000
413,NORMAL,0.096572,0.400000,0.300000,0.350000,0.380000
414,NORMAL,0.165401,0.600000,0.600000,0.600000,0.720000
415,NORMAL,0.195303,0.600000,0.600000,0.700000,0.840000
416,NORMAL,0.172850,0.400000,0.500000,0.400000,0.640000
417,NORMAL,0.169550,0.800000,0.800000,0.850000,0.880000
418,NORMAL,0.160802,0.200000,0.300000,0.200000,0.240000
419,NORMAL,0.224463,0.200000,0.300000,0.500000,0.600000
420,NORMAL,0.228248,0.600000,0.600000,0.550000,0.640000
421,NORMAL,0.196313,0.600000,0.600000,0.600000,0.740000
